INFO:train_maskablePPO_vecnorm:Creando 8 entornos paralelos con VecNormalize...
INFO:train_maskablePPO_vecnorm:Aplicando VecNormalize (obs y reward normalizados)...
INFO:train_maskablePPO_vecnorm:Usando arquitectura de politica: {'net_arch': {'pi': [256, 256], 'vf': [256, 256]}}
INFO:train_maskablePPO_vecnorm:Entrenando MaskablePPO Fase 1 por 400000 timesteps...
Argumentos de entrenamiento:
  timesteps: 400000
  timesteps2: 400000
  timesteps3: 300000
  n_envs: 8
  seed: 42
  lr: 0.0003
  n_steps: 2048
  batch_size: 64
  n_epochs: 8
  gamma: 0.99
  gae_lambda: 0.95
  ent_coef: 0.02
  clip_range: 0.1
  vf_coef: 0.5
  max_grad_norm: 0.5
  policy_arch: {"pi":[256, 256], "vf":[256, 256]}
  eval_episodes: 50
  best_dir: best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best
  plot_ma_long: 200
Using cpu device
---------------------------------
| rollout/           |          |
INFO:train_maskablePPO_vecnorm:Modelo guardado en best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_yahtzee_vecnorm_final y estadisticas de normalizacion en best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_vecnorm_stats.pkl
INFO:final_evaluate_rl:Autodeteccion: modelo=best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_yahtzee_vecnorm_final, stats=best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_vecnorm_stats.pkl, algo=mppo
INFO:final_evaluate_rl:Cargando modelo: best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_yahtzee_vecnorm_final
INFO:final_evaluate_rl:Algo detectado/forzado: mppo
INFO:final_evaluate_rl:Evaluando el modelo con recompensas SIN normalizar(evaluacion segura)...
INFO:final_evaluate_rl:Episode 1: Recompensa del episodio: 112.297500417626, Puntuacion final: 114.0
INFO:final_evaluate_rl:Episode 2: Recompensa del episodio: 92.91200072463835, Puntuacion final: 96.0
INFO:final_evaluate_rl:Episode 3: Recompensa del episodio: 157.09149930870626, Puntuacion final: 159.0
INFO:final_evaluate_rl:Episode 4: Recompensa del episodio: 133.67249989305856, Puntuacion final: 136.0
INFO:final_evaluate_rl:Episode 5: Recompensa del episodio: 185.3709991252981, Puntuacion final: 188.0
INFO:final_evaluate_rl:Episode 6: Recompensa del episodio: 101.52000281988876, Puntuacion final: 104.0
INFO:final_evaluate_rl:Episode 7: Recompensa del episodio: 121.90000062342733, Puntuacion final: 125.0
INFO:final_evaluate_rl:Episode 8: Recompensa del episodio: 102.81049951072782, Puntuacion final: 105.0
INFO:final_evaluate_rl:Episode 9: Recompensa del episodio: 167.8584983209148, Puntuacion final: 171.0
INFO:final_evaluate_rl:Episode 10: Recompensa del episodio: 156.4645000845194, Puntuacion final: 158.0
INFO:final_evaluate_rl:Episode 11: Recompensa del episodio: 104.27249912574189, Puntuacion final: 106.0
INFO:final_evaluate_rl:Episode 12: Recompensa del episodio: 164.66599964373745, Puntuacion final: 167.0
INFO:final_evaluate_rl:Episode 13: Recompensa del episodio: 100.920499317348, Puntuacion final: 104.0
INFO:final_evaluate_rl:Episode 14: Recompensa del episodio: 107.20949885249138, Puntuacion final: 109.0
INFO:final_evaluate_rl:Episode 15: Recompensa del episodio: 181.86699892539764, Puntuacion final: 184.0
INFO:final_evaluate_rl:Episode 16: Recompensa del episodio: 171.8554978464963, Puntuacion final: 174.0
INFO:final_evaluate_rl:Episode 17: Recompensa del episodio: 86.30749984527938, Puntuacion final: 88.0
INFO:final_evaluate_rl:Episode 18: Recompensa del episodio: 124.0974982753396, Puntuacion final: 126.0
INFO:final_evaluate_rl:Episode 19: Recompensa del episodio: 139.84849936515093, Puntuacion final: 143.0
INFO:final_evaluate_rl:Episode 20: Recompensa del episodio: 153.97749984369148, Puntuacion final: 156.0
INFO:final_evaluate_rl:Episode 21: Recompensa del episodio: 127.57799935061485, Puntuacion final: 129.0
INFO:final_evaluate_rl:Episode 22: Recompensa del episodio: 133.3634990801802, Puntuacion final: 136.0
INFO:final_evaluate_rl:Episode 23: Recompensa del episodio: 149.48100000352133, Puntuacion final: 151.0
INFO:final_evaluate_rl:Episode 24: Recompensa del episodio: 118.89800066320458, Puntuacion final: 122.0
INFO:final_evaluate_rl:Episode 25: Recompensa del episodio: 153.34199983906, Puntuacion final: 156.0
INFO:final_evaluate_rl:Episode 26: Recompensa del episodio: 156.1214987973217, Puntuacion final: 158.0
INFO:final_evaluate_rl:Episode 27: Recompensa del episodio: 149.76049922942184, Puntuacion final: 152.0
INFO:final_evaluate_rl:Episode 28: Recompensa del episodio: 155.88300125213573, Puntuacion final: 159.0
INFO:final_evaluate_rl:Episode 29: Recompensa del episodio: 170.8814999833703, Puntuacion final: 174.0
INFO:final_evaluate_rl:Episode 30: Recompensa del episodio: 164.43850067834137, Puntuacion final: 167.0
INFO:final_evaluate_rl:Episode 31: Recompensa del episodio: 106.19549974269466, Puntuacion final: 108.0
INFO:final_evaluate_rl:Episode 32: Recompensa del episodio: 94.87099894671701, Puntuacion final: 97.0
INFO:final_evaluate_rl:Episode 33: Recompensa del episodio: 163.8654998113634, Puntuacion final: 166.0
INFO:final_evaluate_rl:Episode 34: Recompensa del episodio: 111.88549883419182, Puntuacion final: 115.0
INFO:final_evaluate_rl:Episode 35: Recompensa del episodio: 150.15500093996525, Puntuacion final: 152.0
INFO:final_evaluate_rl:Episode 36: Recompensa del episodio: 113.20199950784445, Puntuacion final: 115.0
INFO:final_evaluate_rl:Episode 37: Recompensa del episodio: 124.68950010812841, Puntuacion final: 126.0
INFO:final_evaluate_rl:Episode 38: Recompensa del episodio: 145.35899749398232, Puntuacion final: 147.0
INFO:final_evaluate_rl:Episode 39: Recompensa del episodio: 144.65800105134258, Puntuacion final: 146.0
INFO:final_evaluate_rl:Episode 40: Recompensa del episodio: 100.39000119041884, Puntuacion final: 102.0
INFO:final_evaluate_rl:Episode 41: Recompensa del episodio: 150.9224988897331, Puntuacion final: 154.0
INFO:final_evaluate_rl:Episode 42: Recompensa del episodio: 124.8175015996676, Puntuacion final: 126.0
INFO:final_evaluate_rl:Episode 43: Recompensa del episodio: 175.8950014282018, Puntuacion final: 179.0
INFO:final_evaluate_rl:Episode 44: Recompensa del episodio: 137.07200019503944, Puntuacion final: 139.0
INFO:final_evaluate_rl:Episode 45: Recompensa del episodio: 102.50550049362937, Puntuacion final: 104.0
INFO:final_evaluate_rl:Episode 46: Recompensa del episodio: 100.91849909821758, Puntuacion final: 103.0
INFO:final_evaluate_rl:Episode 47: Recompensa del episodio: 178.70550076663494, Puntuacion final: 181.0
INFO:final_evaluate_rl:Episode 48: Recompensa del episodio: 134.89800029248, Puntuacion final: 137.0
INFO:final_evaluate_rl:Episode 49: Recompensa del episodio: 139.89799999492243, Puntuacion final: 142.0
INFO:final_evaluate_rl:Episode 50: Recompensa del episodio: 127.98500035703182, Puntuacion final: 130.0
INFO:final_evaluate_rl:Metricas guardadas en mppo_vecnorm_final_evaluation_metrics.txt
Grafica guardada en best/mppo_ablation/mppo_conservative_clip_kl/seed_42/best/mppo_vecnorm_reward_evolution.png

Resumen:
  Recompensa media (sin normalizar): 135.5111
  Puntuacion final promedio:        137.7200
